"indice","convocatoria","colectiva_nombre","colectiva_url","pais","ciudad","actividad_fecha","actividad_hora","actividad_localizacion","actividad_localizacion_latitude","actividad_localizacion_longitude","actividad_localizacion_altitude","actividad_localizacion_precision","actividad_direccion","actividad_url_imagen","actividad_url_convocatoria"
"1","2024","Assemblea #8M","","ES","Barcelona","2024-03-09","20:30:00","41.375203 2.169588 0 0","41.375203","2.169588","0.0","0.0","PARAL·LEL 62, Barcelona","{{https://paral-lel62.cat/wp-content/uploads/2024/02/680x370_8M.jpg}}",""
"2","2024","ASTURIES 8M","","ES","La Felguera - Llangréu","2024-03-08","19:00:00","43.313512 -5.69332 0 0","43.313512","-5.69332","0.0","0.0","Parque Antonio García Lago. La Felguera. Llangréu. Astúries","{{https://scontent.fbcn7-2.fna.fbcdn.net/v/t39.30808-6/424879653_426066173108934_555386224493365020_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=783fdb&_nc_ohc=w55ihaL6OEwAX_alCWu&_nc_ht=scontent.fbcn7-2.fna&oh=00_AfBYCx1ybUbNcA6ItU7w4KJgC9B9WgbCxuik7seq2VRy8A&oe=65DA72B3}}","https://www.instagram.com/p/C3hv0j-syJy/"
"3","2024","ASSEMBLEA 8M CATALUNYA","https://assemblea8m.cat/","ES","Barcelona","2024-03-08","18:00:00","41.396828 2.159117 0 0","41.396828","2.159117","0.0","0.0","Jardinets de Gràcia, Barcelona","{{https://assemblea8m.cat/wp-content/uploads/2024/02/8m2024.jpg}}",""
"4","2024","8 Muyeres en bici","https://www.instagram.com/8muyeresenbici/","ES","Xixón","2024-03-02","11:30:00","43.544993 -5.662581 0 0","43.544993","-5.662581","0.0","0.0","Plaza Mayor, Xixón-Gijón","{{https://pbs.twimg.com/media/GGuucziXcAEbfhf?format=jpg&name=large}}","https://pbs.twimg.com/media/GGuucziXcAEbfhf?format=jpg&name=large"
"5","2024","8M: Música i tecnologia a les grades","https://canodrom.barcelona/es","ES","Barcelona","2024-03-01","17:00:00","41.42748 2.183357 0 0","41.42748","2.183357","0.0","0.0","C/ de Concepción Arenal, 165 08027 Barcelona","{{https://comunitat.canodrom.barcelona/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFjIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--625e183f89fbcb77445f2430a7f96efb341a1449/imatge.png}}","https://comunitat.canodrom.barcelona/assemblies/comunitat/f/1651/meetings/2762"
"6","2024","AFA d'Escola Rambleta del Clot","https://www.afarambletadelclot.cat/","ES","Barcelona","2024-03-08","15:30:00","41.418489 2.187861 0 1399.9990234375","41.418489","2.187861","0.0","1399.9990234375","Carrer Aragó 620","{{https://www.instagram.com/p/C3ahfohoi60/?utm_source=ig_web_copy_link}}","https://www.instagram.com/p/C3ahfohoi60/?utm_source=ig_web_copy_link"
"7","2024","Asturies Feminista 8M","https://www.instagram.com/asturiesfeminista8m/","ES","La Felguera","2024-03-08","19:00:00","43.316138 -5.699144 0 0","43.316138","-5.699144","0.0","0.0","Parque Antonio García Lago, La Felguera","{{https://www.instagram.com/p/C3hv0j-syJy/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==}}","¡Nos vemos en las calles! A golpe de tacón, dando tira"
"8","2024","COLECTIVA ""MUJER-ES EN PRIMERA PERSONA""","","MX","ESTADO DE MÉXICO","2024-03-10","09:00:00","19.386536 -99.007345 0 0","19.386536","-99.007345","0.0","0.0","https://www.google.com/maps/place/Foro+Cultural+La+Vieja+Scuela/@19.5743814,-99.2017099,17z/data=!4m14!1m7!3m6!1s0x85d21d82345349f7:0xc21fb930728cad4f!2sForo+Cultural+La+Vieja+Scuela!8m2!3d19.5743815!4d-99.1968443!16s%2Fg%2F11b5qs1l7c!3m5!1s0x85d21d82345349f7:0xc21fb930728cad4f!8m2!3d19.5743815!4d-99.1968443!16s%2Fg%2F11b5qs1l7c?entry=ttu","{{https://www.facebook.com/rose.ginebra?locale=es_LA}}","https://www.facebook.com/rose.ginebra?locale=es_LA"
"9","2024","Colectiva Mujer-Es en primera persona","https://www.facebook.com/groups/192172478017147?locale=es_LA","MX","Estado de México","2024-03-10","09:00:00","19.388244 -99.012053 0 14.666","19.388244","-99.012053","0.0","14.666","https://www.google.com.mx/maps/place/Foro+Cultural+La+Vieja+Scuela/@19.3989449,-99.1691056,11z/data=!4m9!1m2!2m1!1sla+vieja+scuela!3m5!1s0x85d21d82345349f7:0xc21fb930728cad4f!8m2!3d19.5743815!4d-99.1968443!16s%2Fg%2F11b5qs1l7c?entry=ttu","{{https://www.google.com.mx/maps/place/Foro+Cultural+La+Vieja+Scuela/@19.3989449,-99.1691056,11z/data=!4m9!1m2!2m1!1sla+vieja+scuela!3m5!1s0x85d21d82345349f7:0xc21fb930728cad4f!8m2!3d19.5743815!4d-99.1968443!16s%2Fg%2F11b5qs1l7c?entry=ttu}}","https://www.facebook.com/groups/192172478017147?locale=es_LA"
"10","2024","Fem Atlacomulco","https://www.facebook.com/profile.php?id=100090637986363&mibextid=ZbWKwL","MX","Atlacomulco","2024-03-08","12:00:00","19.784273 -99.900112 2517.699951171875 324.8800048828125","19.784273","-99.900112","2517.699951171875","324.8800048828125","Av. Isidro Fabela. Atlacomulco","{{https://www.facebook.com/share/p/U1azKXW4siKx165m/?mibextid=oFDknk}}","https://www.facebook.com/share/p/U1azKXW4siKx165m/?mibextid=oFDknk"
"11","2024","Massa Crítica Barcelona","https://www.instagram.com/massacriticabcn/","ES","Barcelona","2024-03-01","20:00:00","41.391035 2.180646 0 0","41.391035","2.180646","0.0","0.0","Passeig de Lluís Companys, Ciutat Vella, 08003 Barcelona","{{https://drive.google.com/file/d/1BuZrZ_vGzF7Pexq8eQO3b38znSj840k_/view?usp=drive_link}}",""
"12","2024","Biciclot","https://www.instagram.com/biciclot/","ES","Barcelona","2024-02-25","11:00:00","41.39525 2.190415 0 0","41.39525","2.190415","0.0","0.0","C/ de Pere IV, 58, Sant Martí, 08005","{{https://drive.google.com/file/d/1kf0RSqFXM7wXiBQscFy5DAyCjGz_hXY2/view?usp=sharing}}",""
"13","2024","Multisectorial feminista","https://www.facebook.com/MultisectorialFeministaCR","AR","Comodoro Rivadavia","2024-02-19","16:00:00","-45.861202 -67.485054 0 0","-45.861202","-67.485054","0.0","0.0","San Martín 738, Centro, Municipio de Comodoro Rivadavia, Argentina","{{https://www.facebook.com/MultisectorialFeministaCR/posts/pfbid033Xyh3YaTiRDUkRp41qMMY6heR3KjQHeqeg1ujtS32adcTzrpKfKT64yonBioaaYgl}}",""
"14","2024","Multisectorial vivas y libres","https://www.instagram.com/vivasylibres_nosqueremos/?igsh=MTlqamVxbXZ1Yjc0aw%3D%3D","AR","Trelew","2024-02-24","18:30:00","-43.25075428168817 -65.31366256123782 0 0","-43.25075428168817","-65.31366256123782","0.0","0.0","Gales 425, Trelew, Chubut","{{https://www.instagram.com/p/C3krbSyuX-B/?igsh=c3dyeWFmeTM1NWZw}}",""
"15","2024","Bloque Latinoamericano Berlin","https://www.instagram.com/bloquelatino_berlin/","DE","Berlin","2024-03-02","16:00:00","52.548548255330786 13.351910569884478 0 0","52.54854825533079","13.35191056988448","0.0","0.0","Genter Str. 60, 13353","{{https://files.fm/f/jwj966vhnm}}","https://www.instagram.com/p/C3vHXQWrznG/"
"16","2024","Comparsa 8M Berlin ist","https://www.instagram.com/comparsacarnaval?utm_source=qr","DE","Berlin","2024-02-24","12:00:00","52.4878579 13.3405517 0 0","52.4878579","13.3405517","0.0","0.0","Innsbrucker Str. 58, 10825. Berlin","{{https://www.facebook.com/photo.php?fbid=393239010063191&set=a.118765060843922&type=3&mibextid=WC7FNe}}",""
"17","2024","Amicha ajo","","AR","Rio Tercero, Cordoba","2024-03-08","20:00:00","-32.166656 -64.118096 411.8999938964844 15.63599967956543","-32.166656","-64.118096","411.8999938964844","15.63599967956543","Plaza San Martin, Rio Tercero.","{{https://bit.ly/geochicas8m-2024}}",""
"18","2024","Secretaría Igualdad PSOE Torrejón de  Ardoz","www.psoetorrejon.es","ES","Torrejon de Ardoz","2024-03-06","08:19:00","40.464957 -3.46521 661.2000122070312 100","40.464957","-3.46521","661.2000122070312","100.0","C/Juan XXIII 12-15","{{https://www.psoetorrejon.es/}}",""
"19","2024","Red la Morada A. C.","@redlamorada.ac","MX","Puebla","2024-03-08","17:00:00","19.048339 -98.206447 2128.5 15.064000129699707","19.048339","-98.206447","2128.5","15.06400012969971","Av. Reforma y 11 sur","{{https://www.instagram.com/p/C3V7ez6u6DB/?igsh=dnFzbzV3MWV3ZGs=}}",""
"20","2024","Wikimedia México","https://twitter.com/editatona","MX","Zapopán","2024-03-02","11:00:00","20.720329 -103.389805 0 0","20.720329","-103.389805","0.0","0.0","Prol. 20 De Noviembre 166, centro historico, 45100 Zapopan, Jal., México","{{https://maz.zapopan.gob.mx/wp-content/uploads/2024/02/8M_2024_wb-1.png}}","https://docs.google.com/forms/d/e/1FAIpQLScKvY28yt_22wsijvOIeoIc8wjGe_qdStWGZzTgBcNyECYZvw/viewform"
"21","2024","Museo de Arte de Zapopán","https://maz.zapopan.gob.mx/8m-2024/","MX","Zapopán","2024-03-02","09:30:00","20.720299 -103.389782 0 0","20.720299","-103.389782","0.0","0.0","Prol. 20 De Noviembre 166, centro historico, 45100 Zapopan, Jal., México","{{https://maz.zapopan.gob.mx/wp-content/uploads/2024/02/8M_2024_banner.png}}","https://maz.zapopan.gob.mx/8m-2024/"
"22","2024","Multisectorial feminista","https://www.facebook.com/MultisectorialFeministaCR","AR","Comodoro Rivadavia","2024-03-08","15:00:00","-45.861099 -67.485457 0 0","-45.861099","-67.485457","0.0","0.0","San Martín al 700, Comodoro Rivadavia, Provincia del Chubut.","{{https://www.facebook.com/MultisectorialFeministaCR/posts/pfbid0BdUbqSBQqPA3uWrPcEs5jNw6ca9YUg2JrzewRbnpFzFR8boVi8cgVYoTqAzdhyWLl}}","https://www.facebook.com/MultisectorialFeministaCR/posts/pfbid0BdUbqSBQqPA3uWrPcEs5jNw6ca9YUg2JrzewRbnpFzFR8boVi8cgVYoTqAzdhyWLl"
"23","2024","Bloque crítico feminista Valladolid","https://www.cntvalladolid.es/","ES","Valladolid","2024-03-08","20:30:00","41.652171 -4.726192 0 0","41.652171","-4.726192","0.0","0.0","Pl. Fuente Dorada, 47002 Valladolid","{{https://pbs.twimg.com/media/GHGUjINWgAAlEW3?format=jpg&name=large}}","https://twitter.com/CNTValladolid/status/1761353081696968714"
"24","2024","Sindicato Estudiantes Asturias","https://www.sindicatodeestudiantes.net/index.php/noticias/feminismo-revolucionario/8m-2024-huelga-estudiantil-feminista","ES","Oviedo","2024-03-08","12:00:00","43.362283 -5.848181 0 0","43.362283","-5.848181","0.0","0.0","Plaza de la Escandalera, Oviedo","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartel_asturiasweb.jpg}}","https://www.sindicatodeestudiantes.net/index.php/noticias/feminismo-revolucionario/8m-2024-huelga-estudiantil-feminista"
"25","2024","WikiEmakumeok","bit.ly/wikiemakumeok","ES","Durango, País Vasco","2024-03-09","12:00:00","43.166164 -2.632485 0 0","43.166164","-2.632485","0.0","0.0","Lariz Dorrea 2, 48.200 Durango","{{https://commons.wikimedia.org/wiki/File%3AWikiEmakumeOK_DOnKeko_25_emakumeak.png}}","bit.ly/wikiemakumeok"
"26","2024","Sindicat d'Estudiants","https://sindicatdestudiants.net/","ES","Barcelona","2024-03-08","12:00:00","41.385773 2.164025 0 0","41.385773","2.164025","0.0","0.0","Plaça Universitat, Barcelona","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartell_catalunyaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/comunicacionoficial_8M2024.pdf"
"27","2024","Sindicat d'Estudiants","https://sindicatdestudiants.net/","ES","Tarragona","2024-03-08","12:00:00","41.119112 1.245212 0 0","41.119112","1.245212","0.0","0.0","Plaça Imperial Tarraco, Tarragona","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartell_catalunyaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/comunicacionoficial_8M2024.pdf"
"28","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","A Coruña","2024-03-08","12:00:00","43.368261 -8.401408 0 0","43.368261","-8.401408","0.0","0.0","Obelisco, Rúa Nova, 2, 15003 A Coruña","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartel_galizaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/comunicacionoficial_8M2024.pdf"
"29","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Ferrol","2024-03-08","12:00:00","43.485722 -8.228109 0 0","43.485722","-8.228109","0.0","0.0","Av. Vigo, 134, 144, 15403 Ferrol","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartel_galizaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_galiza.pdf"
"30","2024","Ikasle Sindikatua","ikaslesindikatua.net","ES","Bilbo","2024-03-08","12:00:00","43.259659 -2.924488 0 0","43.259659","-2.924488","0.0","0.0","Plaza Arriaga, Bilbo","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_kartel_euskadiweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/hojaA4_8mar24_euskera.pdf"
"31","2024","Ikasle Sindikatua","ikaslesindikatua.net","ES","Donostia","2024-03-08","12:00:00","43.322227 -1.984073 0 0","43.322227","-1.984073","0.0","0.0","Boulevard, Donostia","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_kartel_euskadiweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/hojaA4_8mar24_euskera.pdf"
"32","2024","Ikasle Sindikatua","ikaslesindikatua.net","ES","Vitoria- Gasteiz","2024-03-08","12:00:00","42.8465 -2.673328 0 0","42.8465","-2.673328","0.0","0.0","Andre Mari Zuria, Vitoria Gasteiz","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_kartel_euskadiweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/hojaA4_8mar24_euskera.pdf"
"33","2024","Ikasle Sindikatua","ikaslesindikatua.net","ES","Iruñea","2024-03-08","12:00:00","42.817535 -1.642837 0 0","42.817535","-1.642837","0.0","0.0","Udaletxea, Iruñea","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_kartel_euskadiweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/hojaA4_8mar24_euskera.pdf"
"34","2024","Geochicas / Red Mexicana de Feminismo de datos","geochicas.org; redmexicanadefeminismodedatos.org/inicio","MX","Ciudad de México","2024-03-02","13:00:00","19.406558 -99.187093 0 0","19.406558","-99.187093","0.0","0.0","Espacio Nativo Gobernador José G. Covarrubias #57-20 San Miguel Chapultepec I Sec.","{{https://pbs.twimg.com/media/GHWsx0DW4AAqtMm?format=jpg&name=large}}","https://pbs.twimg.com/media/GHWsx0DW4AAqtMm?format=jpg&name=large"
"35","2024","Geochicas","geochicas.org","MX","Ciudad de México","2024-03-08","18:30:00","19.284021 -99.135793 0 0","19.284021","-99.135793","0.0","0.0","Tec de Monterrey Ciudad de Mexico, edificio CIE 403","{{https://pbs.twimg.com/media/GHW1-baW4Ag4zpb?format=jpg&name=900x900}}","https://www.instagram.com/genero.eaad_tec?igsh=MWgwOHdvMDJwM2VweA%3D%3D"
"36","2024","TEDIC, Centro Cultural Juan e Salazar y la Colectiva Robusta","https://twitter.com/TEDICpy","PY","Asunción","2024-03-02","16:30:00","-25.288871 -57.630356 0 0","-25.288871","-57.630356","0.0","0.0","Herrera, 834 Asunción, Paraguay","{{https://twitter.com/TEDICpy/status/1762520836118856189}}","Inscribite a la actividad"
"37","2024","Meninas da Geo","","BR","Belém","2024-03-08","10:00:00","-1.438407 -48.460779 0 0","-1.438407","-48.460779","0.0","0.0","Laboratório de Geomática","{{https://www.instagram.com/meninasdageo/}}",""
"38","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Madrid","2024-03-08","12:00:00","40.416943 -3.703605 0 0","40.416943","-3.703605","0.0","0.0","Puerta del Sol, Madrid","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/050224_3.jpg#joomlaImage://local-images/2024/Febrero/8m2024/050224_3.jpg?width=900&height=600}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_madrid.pdf"
"39","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Málaga","2024-03-08","12:00:00","36.717932 -4.420347 0 0","36.717932","-4.420347","0.0","0.0","Plaza de la Marina, Málaga","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/cartelLyC_8M2024_Andalucia.jpeg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_andalucia.pdf"
"40","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Cádiz","2024-03-08","12:00:00","36.530134 -6.292377 0 0","36.530134","-6.292377","0.0","0.0","Plaza San Juan de Dios, Cádiz","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/cartelLyC_8M2024_Andalucia.jpeg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_andalucia.pdf"
"41","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Sevilla","2024-03-08","12:00:00","37.388591 -5.996305 0 0","37.388591","-5.996305","0.0","0.0","Pl. Nueva, Sevilla","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/cartelLyC_8M2024_Andalucia.jpeg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_andalucia.pdf"
"42","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Huelva","2024-03-08","12:00:00","37.257144 -6.95149 0 0","37.257144","-6.95149","0.0","0.0","Pl. de Las Monjas, Huelva","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/cartelLyC_8M2024_Andalucia.jpeg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_andalucia.pdf"
"43","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Jaén","2024-03-08","12:00:00","37.765971 -3.789572 0 0","37.765971","-3.789572","0.0","0.0","Pl. de San Francisco, Jaén","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/cartelLyC_8M2024_Andalucia.jpeg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_andalucia.pdf"
"44","2024","Sindicato de Estudiantes","https://www.sindicatodeestudiantes.net/","ES","Santander","2024-03-08","12:00:00","43.460967 -3.817439 0 0","43.460967","-3.817439","0.0","0.0","Pl. de Numancia, Santander","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartel_cantabria.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_estatal.pdf"
"45","2024","Sindicat d'Estudiants","sindicatdestudiants.net","ES","València","2024-03-08","12:00:00","39.477072 -0.361765 0 0","39.477072","-0.361765","0.0","0.0","Av. de Blasco Ibáñez, 28, El Pla del Real, 46010 València","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartell_paisvalenciaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_paisvalencia.pdf"
"46","2024","Sindicat d'Estudiants","sindicatdestudiants.net","ES","Alacant","2024-03-08","12:00:00","38.348959 -0.49282 0 0","38.348959","-0.49282","0.0","0.0","C. de Wenceslao Fernández Flórez, 1, 03005 Alicante","{{https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/8M2024_cartell_paisvalenciaweb.jpg}}","https://www.sindicatodeestudiantes.net/images/2024/Febrero/8m2024/octaLyC_8M24_paisvalencia.pdf"
"47","2024","SE VA A ARMAR LA GORDA","https://sevaarmarlagorda.wordpress.com/","ES","Barcelona","2024-03-07","19:00:00","41.395246 2.187089 0 0","41.395246","2.187089","0.0","0.0","Sortida metro Marina L1","{{https://assemblea8m.cat/wp-content/uploads/2024/02/GGxDrugWoAAzwon-768x1086.jpg}}","https://sevaarmarlagorda.wordpress.com/2024/02/19/xiv-se-va-a-armar-la-gorda/"
"48","2024","Subversives Castelló","https://twitter.com/SubversivesCS","ES","Castelló","2024-03-08","12:00:00","39.982138 -0.035671 0 0","39.982138","-0.035671","0.0","0.0","Plaça de Fadrell, 7, 12003 Castelló de la Plana, Castelló","{{https://pbs.twimg.com/media/GHNF1L2XsAAc9wS?format=jpg&name=large}}","https://twitter.com/SubversivesCS/status/1761828669096415452"
"49","2024","Asturies Feminista 8M","https://twitter.com/Asturies8M","ES","Oviedo","2024-03-03","12:00:00","43.360448 -5.844907 0 0","43.360448","-5.844907","0.0","0.0","Plaza del Ayuntamiento, Oviedo","{{https://pbs.twimg.com/media/GHRQjRaXQAE09-U?format=jpg&name=medium}}","https://twitter.com/Asturies8M/status/1762121932315508817"
"50","2024","Ayuntamiento de Colmenarejo","https://www.ayto-colmenarejo.com/?page_id=642","ES","Madrid","2024-03-08","12:00:00","40.56084 -4.016554 0 0","40.56084","-4.016554","0.0","0.0","Plaza de la Constitución, Colmenarejo, Madrid","{{https://www.ayto-colmenarejo.com/wp-content/upLoads/2023/03/PORTADA-300x212.jpg}}",""
"51","2024","Tejiendo Colmenarejo","","ES","Colmenarejo (Madrid)","2024-02-28","16:30:00","40.55976 -4.017466 0 0","40.55976","-4.017466","0.0","0.0","Centro Cultural Manuel Entero, Colmenarejo, Madrid","{{https://www.ayto-colmenarejo.com/wp-content/upLoads/2024/01/WhatsApp-Image-2024-01-25-at-10.36.27.jpeg}}",""
"52","2024","Ayuntamiento de Madrid","https://www.madrid.es/portales/munimadrid/es/Inicio/Igualdad-y-diversidad/Nada-mas-que-feminismo-nada-menos-que-igualdad-Campana-8M-2024/?vgnextfmt=default&vgnextoid=ed39d94e361cd810VgnVCM1000001d4a900aRCRD&vgnextchannel=c426c05098535510VgnVCM1000008a4a900aRCRD","ES","Madrid","2024-03-08","12:00:00","40.418733 -3.691981 0 0","40.418733","-3.691981","0.0","0.0","Ayuntamiento de Madrid, Plaza de Cibeles","{{https://www.madrid.es/UnidadesDescentralizadas/IgualdadDeOportunidades/ContenidosBasicos/Actividades/Conmemoraciones/Marzo8Mujer/8marzo2024/ficheros/8M-Carteles-Nadamasquefeminismo.jpg}}",""
"53","2024","ATENEO de Madrid","https://ateneodemadrid.com","ES","Madrid","2024-03-04","17:00:00","40.415406 -3.698356 0 0","40.415406","-3.698356","0.0","0.0","Prado, 21, Madrid","{{https://ateneodemadrid.com/wp-content/uploads/2024/02/04.03.2024-Claudia-Goldin-1-724x1024.jpg}}","https://ateneodemadrid.com/evento/asufin-8m-2024/"
"54","2024","Mayores por la Cultura","","ES","Colmenarejo (Madrid)","2024-03-09","19:00:00","40.559657 -4.017439 0 0","40.559657","-4.017439","0.0","0.0","Campana, 5, 28270 Colmenarejo, Madrid","{{https://www.ayto-colmenarejo.com/wp-content/upLoads/2024/02/Encuentro-Coral-Dia-de-la-Mujer.png}}","https://www.ayto-colmenarejo.com/?ai1ec_event=encuentro-coral-dia-de-la-mujer&instance_id=1138"
"55","2024","Ayuntamiento de Colmenarejo","https://www.ayto-colmenarejo.com/","ES","Colmenarejo (Madrid)","2024-02-27","09:00:00","40.559695 -4.017445 0 0","40.559695","-4.017445","0.0","0.0","Campana, 5, 28270 Colmenarejo, Madrid","{{https://www.ayto-colmenarejo.com/wp-content/upLoads/2024/01/rea-212x300.png}}","https://www.ayto-colmenarejo.com/?ai1ec_event=exposicion-3&instance_id=1129"
"56","2024","Universidad Politécnica de Madrid (UPM)","","ES","Madrid","2024-03-08","10:30:00","40.449768 -3.722571 0 0","40.449768","-3.722571","0.0","0.0","C. de José Antonio Novais, 10 Moncloa - Aravaca 28040 Madrid","{{https://eventos.upm.es/_files/_event/_109715/_header_img/_155954.jpg}}","https://eventos.upm.es/109715/detail/matematicas-sin-genero.html"
"57","2024","Universidad Complutense de Madrid (UCM)","","ES","Madrid","2024-03-06","12:30:00","40.43352 -3.789328 0 0","40.43352","-3.789328","0.0","0.0","UCM Facultad de Ciencias Económicas y Empresariales, Campus de Somosaguas - Universidad Complutense de Madrid, Pozuelo de Alarcón, España","{{https://eventos.ucm.es/_files/_event/_112556/_header_img/_161055.jpg}}","https://eventos.ucm.es/112556/detail/conferencia-institucional-dia-internacional-de-la-mujer.html"
"58","2024","Comisión 8M","","ES","Madrid","2024-03-08","19:00:00","40.408786 -3.691914 0 0","40.408786","-3.691914","0.0","0.0","Plaza de Atocha, Madrid","{{https://www.instagram.com/feminismosmadrid/p/C3Xbu-dKEjc/?next=%2Fp%2FCuNGR04gFs4%2F&ref=journal%2BInstagram&hl=pa}}",""
"59","2024","Asturies Feminista 8M","https://www.facebook.com/AsturiesFeminista8M","ES","Avilés","2024-03-03","11:00:00","43.55831 -5.922714 0 0","43.55831","-5.922714","0.0","0.0","Pl. Pedro Menéndez, Avilés","{{https://scontent.fbcn7-2.fna.fbcdn.net/v/t39.30808-6/417519680_427583572957194_7006955090617920585_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=dd5e9f&_nc_ohc=LO7r20sBr7oAX97Fsj4&_nc_ht=scontent.fbcn7-2.fna&oh=00_AfAo2YniuD73wmL1aMCsFoBWjtt1SukZTXIq2yxrUP_3qg&oe=65E471AA}}","https://www.facebook.com/photo/?fbid=427583506290534&set=a.288231240225762"
"60","2024","QueerKastle","https://queerkastle.de/","DE","Karlsruhe","2024-03-10","18:00:00","49.009247 8.408853 0 0","49.009247","8.408853","0.0","0.0","Triangle Open Space      Kaiserstraße 93     Karlsruhe, 76133","{{https://queerkastle.de/wp-content/uploads/QK2024-FLINTA-Lesung.jpg}}","https://queerkastle.de/veranstaltung/flinta-lesung/"
"61","2024","QueerKastle","https://queerkastle.de/","DE","Karlsruhe","2024-03-08","17:00:00","49.008557 8.394085 0 0","49.008557","8.394085","0.0","0.0","Stephansplatz, Karlsurhe","{{https://scontent.cdninstagram.com/v/t51.2885-15/427566391_3590539031159823_5837952922939984260_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMjAweDEyMDAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=wJRGmpsFC7gAX_50hQ2&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=MzI5OTkwNzQxNjY1MTU4OTQ5MQ%3D%3D.2-ccb7-5&oh=00_AfBGVxx8mF5MH3QqtXMtnzrdxNusoZ8L44ciVzqiRu69lg&oe=65E4A024&_nc_sid=10d13b}}","https://www.instagram.com/p/C3LoFDasu-Q/?img_index=1"
"62","2024","Comision 8M del movimiento feminista de Madrid","https://hacialahuelgafeminista.org/manifestacion-8m2024-atocha-colon/","ES","Madrid","2024-03-08","19:00:00","40.408697 -3.692079 0 0","40.408697","-3.692079","0.0","0.0","ATOCHA-PLZA.COLÓN","{{https://www.instagram.com/p/C3Xbu-dKEjc/?hl=es-es%2FJPG}}","https://www.instagram.com/p/C3Xbu-dKEjc/?hl=es-es"
